0,-2166.411233
1,-2061.556142
2,-1823.307169
3,-1604.395264
4,-1440.535911
5,-1303.249213
6,-1189.950232
7,-1093.937022
8,-1011.55602
9,-940.4367489
10,-877.9882401
11,-823.309023
12,-774.0613944
13,-730.2656997
14,-691.4446854
15,-656.5510299
16,-624.8378121
17,-595.7770512
18,-568.6426257
19,-543.5744421
20,-520.3761594
21,-499.2121332
22,-480.5284458
23,-461.9388717
24,-444.3838635
25,-428.8801977
26,-413.6837916
27,-399.8924073
28,-386.5195815
29,-373.6245768
30,-362.1427743
31,-350.9347377
32,-340.4991024
33,-331.010367
34,-321.3919464
35,-311.9247255
36,-303.3082707
37,-295.3137084
38,-287.5588998
39,-279.4726848
40,-271.8389439
41,-264.9799593
42,-258.4560939
43,-252.0891258
44,-245.8069968
45,-239.9660079
46,-234.5975388
47,-229.4585184
48,-224.4394596
49,-219.4907958
50,-214.5899994
51,-209.7272922
52,-204.8988732
53,-200.431356
54,-196.3810164
55,-192.5581437
56,-188.8654086
57,-185.2527972
58,-181.6942989
59,-178.1766924
60,-174.4386747
61,-170.4888444
62,-166.4830659
63,-162.4776555
64,-158.5602771
65,-154.7481762
66,-151.0098201
67,-147.330867
68,-143.7561837
69,-140.2978773
70,-136.931427
71,-133.6440351
72,-130.4731818
73,-127.4284623
74,-124.4875728
75,-121.6378626
76,-118.8730836
77,-116.191296
78,-113.625123
79,-111.1845903
80,-108.854925
81,-106.6394949
82,-104.535543
83,-102.5237556
84,-100.6107
85,-98.7731163
86,-97.0128858
87,-95.3453538
88,-93.7689702
89,-92.2820124
90,-90.8823177
91,-89.5654287
92,-88.3244577
93,-87.1486863
94,-86.0376462
95,-84.964587
96,-83.9113776
97,-82.9894506
98,-82.2773514
99,-81.7459221
100,-81.3493998
101,-81.0538854
102,-80.834109
103,-80.6711844
104,-80.5509387
105,-80.4627243
106,-80.398521
107,-80.3522844
108,-80.3194512
109,-80.2965768
110,-80.2810563
111,-80.2709205
112,-80.2646796
113,-80.2612053
114,-80.2596429
115,-80.2593447
116,-80.2598199
117,-80.260695
118,-80.2616874
119,-80.2625811
120,-80.2632126
121,-80.2634568
122,-80.263218
123,-80.2624239
124,-80.2610187
125,-80.2589595
126,-80.2562184
127,-80.2527894
128,-80.2486899
129,-80.2439526
130,-80.2386165
131,-80.2327203
132,-80.2263006
133,-80.2193907
134,-80.2120197
135,-80.2042131
136,-80.1959931
137,-80.1873792
138,-80.1783876
139,-80.169033
140,-80.159328
141,-80.1492834
142,-80.1389097
143,-80.1282156
144,-80.1172092
145,-80.1058986
146,-80.094291
147,-80.0823927
148,-80.0702106
149,-80.057751
150,-80.0450199
151,-80.0320248
152,-80.0187738
153,-80.0052762
154,-79.9915413
155,-79.9775781
156,-79.9633947
157,-79.9489998
158,-79.9344012
159,-79.9196055
160,-79.9046205
161,-79.8894522
162,-79.8741069
163,-79.8585906
164,-79.8429093
165,-79.8270681
166,-79.8110727
167,-79.7949282
168,-79.7786391
169,-79.7622111
170,-79.7456481
171,-79.7289549
172,-79.7121363
173,-79.6951959
174,-79.6781385
175,-79.6609677
176,-79.6436877
177,-79.6263021
178,-79.6088148
179,-79.5912288
180,-79.5735453
181,-79.5557634
182,-79.5378795
183,-79.5198891
184,-79.501788
185,-79.4835723
186,-79.4652387
187,-79.4467851
188,-79.4282091
189,-79.4095101
190,-79.3906866
191,-79.3717383
192,-79.3526655
193,-79.3334676
194,-79.3141452
195,-79.2946986
196,-79.2751284
197,-79.2554352
198,-79.2356196
199,-79.2156822
200,-79.195626
201,-79.17546
202,-79.1552001
203,-79.1348646
204,-79.1144727
205,-79.0940421
206,-79.0735887
207,-79.0531266
208,-79.0326678
209,-79.0122228
210,-78.9918
211,-78.9714072
212,-78.9510507
213,-78.9307356
214,-78.9104667
215,-78.8902473
216,-78.8700813
217,-78.8499714
218,-78.8299197
219,-78.8099286
220,-78.7900002
221,-78.7701357
222,-78.7503366
223,-78.7306047
224,-78.7109409
225,-78.6913455
226,-78.6718158
227,-78.6523446
228,-78.6329199
229,-78.6135288
230,-78.5941587
231,-78.5747979
232,-78.5554356
233,-78.5360631
234,-78.5166723
235,-78.4972569
236,-78.4778109
237,-78.4583298
238,-78.4388094
239,-78.4192464
240,-78.3996375
241,-78.3799806
242,-78.360273
243,-78.3405132
244,-78.3206988
245,-78.3008286
246,-78.2809005
247,-78.2609136
248,-78.2408664
249,-78.2207574
250,-78.2005851
251,-78.1803516
252,-78.1600656
253,-78.1397424
254,-78.1194015
255,-78.0990609
256,-78.0787386
257,-78.0584496
258,-78.0382071
259,-78.0180231
260,-77.9979066
261,-77.9778657
262,-77.9579067
263,-77.9380353
264,-77.9182557
265,-77.8985712
266,-77.8789848
267,-77.8594992
268,-77.8401156
269,-77.8208358
270,-77.801661
271,-77.7825921
272,-77.76363
273,-77.744775
274,-77.7260277
275,-77.7073887
276,-77.6888577
277,-77.6704356
278,-77.6521218
279,-77.6339169
280,-77.6158206
281,-77.5978332
282,-77.5799541
283,-77.5621836
284,-77.5445214
285,-77.5269675
286,-77.5095213
287,-77.4921825
288,-77.4749514
289,-77.4578274
290,-77.4408099
291,-77.4238986
292,-77.4070935
293,-77.3903937
294,-77.3737989
295,-77.3573085
296,-77.3409222
297,-77.3246394
298,-77.3084595
299,-77.2923819
300,-77.276406
301,-77.2605312
302,-77.2447566
303,-77.2290819
304,-77.2135059
305,-77.1980283
306,-77.1826482
307,-77.1673647
308,-77.1521769
309,-77.1370845
310,-77.122086
311,-77.1071811
312,-77.0923683
313,-77.0776473
314,-77.0630169
315,-77.0484762
316,-77.034024
317,-77.0196597
318,-77.0053821
319,-76.99119
320,-76.9770828
321,-76.963059
322,-76.949118
323,-76.9352586
324,-76.9214793
325,-76.9077795
326,-76.894158
327,-76.8806133
328,-76.8671448
329,-76.853751
330,-76.8404307
331,-76.8271833
332,-76.814007
333,-76.8009006
334,-76.7878635
335,-76.7748942
336,-76.7619912
337,-76.7491536
338,-76.7363802
339,-76.7236698
340,-76.7110212
341,-76.6984332
342,-76.6859043
343,-76.6734336
344,-76.6610196
345,-76.6486614
346,-76.6363575
347,-76.624107
348,-76.6119084
349,-76.5997605
350,-76.5876621
351,-76.5756123
352,-76.5636093
353,-76.5516525
354,-76.5397404
355,-76.5278715
356,-76.5160452
357,-76.5042603
358,-76.492515
359,-76.4808087
360,-76.4691399
361,-76.4575077
362,-76.4459109
363,-76.4343483
364,-76.4228187
365,-76.4113209
366,-76.399854
367,-76.3884168
368,-76.3770084
369,-76.3656273
370,-76.3542726
371,-76.3429434
372,-76.3316385
373,-76.3203567
374,-76.3090974
375,-76.2978591
376,-76.2866409
377,-76.2754419
378,-76.2642612
379,-76.2530976
380,-76.2419502
381,-76.2308181
382,-76.2197001
383,-76.2085956
384,-76.1975037
385,-76.1864232
386,-76.1753532
387,-76.1642928
388,-76.1532414
389,-76.1421981
390,-76.1311617
391,-76.1201316
392,-76.1091069
393,-76.0980867
394,-76.0870707
395,-76.0760574
396,-76.0650462
397,-76.0540365
398,-76.0430277
399,-76.0320186
400,-76.0210086
401,-76.0099974
402,-75.9989835
403,-75.9879669
404,-75.9769467
405,-75.965922
406,-75.9548922
407,-75.943857
408,-75.9328152
409,-75.9217665
410,-75.9107103
411,-75.899646
412,-75.8885727
413,-75.8774901
414,-75.8663973
415,-75.855294
416,-75.8441796
417,-75.8330538
418,-75.8219154
419,-75.8107644
420,-75.7996002
421,-75.7884222
422,-75.7772298
423,-75.7660227
424,-75.7548003
425,-75.7435623
426,-75.7323081
427,-75.7210371
428,-75.709749
429,-75.6984435
430,-75.68712
431,-75.6757782
432,-75.6644175
433,-75.6530379
434,-75.6416385
435,-75.6302193
436,-75.6187797
437,-75.6073194
438,-75.5958381
439,-75.5843352
440,-75.572811
441,-75.5612646
442,-75.5496957
443,-75.5381043
444,-75.5264898
445,-75.5148519
446,-75.5031906
447,-75.4915053
448,-75.479796
449,-75.4680624
450,-75.4563039
451,-75.4445205
452,-75.4327119
453,-75.4208778
454,-75.4090182
455,-75.3971328
456,-75.3852213
457,-75.3732831
458,-75.3613188
459,-75.3493275
460,-75.3373095
461,-75.3252642
462,-75.3131919
463,-75.3010917
464,-75.2889642
