0,1
1,0.996767915
2,0.999939961
3,0.970996293
4,0.945760015
5,0.880147695
6,0.81400003
7,0.729455499
8,0.647377559
9,0.566080122
10,0.509763798
11,0.453867745
12,0.414502354
13,0.383577407
14,0.353973313
15,0.332874704
16,0.315908761
17,0.303495755
18,0.29413972
19,0.285018837
20,0.274647147
21,0.270919743
22,0.263359867
23,0.257070811
24,0.251497216
25,0.244787888
26,0.238854061
27,0.236517554
28,0.229498026
29,0.227927013
30,0.221207679
31,0.217165071
32,0.212552096
33,0.207623917
34,0.202835829
35,0.201504971
36,0.196856973
37,0.192834378
38,0.188406522
39,0.18568977
40,0.182902972
41,0.179230604
42,0.177114239
43,0.173536931
44,0.169164111
45,0.166677507
46,0.163815661
47,0.16102386
48,0.158632318
49,0.155080027
50,0.152398297
51,0.149016115
52,0.147234967
53,0.144368117
54,0.142677027
55,0.140260468
56,0.137158467
57,0.135217215
58,0.13294575
59,0.130364085
60,0.128172671
61,0.125405887
62,0.124250141
63,0.122273867
64,0.120012408
65,0.118096172
66,0.116209955
67,0.11350321
68,0.112252403
69,0.110476257
70,0.109010312
71,0.106783876
72,0.105352953
73,0.103221578
74,0.101625548
75,0.100069545
76,0.098528551
77,0.097002567
78,0.095096337
79,0.093885556
80,0.092659766
81,0.091268868
82,0.089702858
83,0.088567126
84,0.08741138
85,0.086110541
86,0.084834718
87,0.083749018
88,0.081812769
89,0.080942208
90,0.079231104
91,0.078815836
92,0.077670097
93,0.076229168
94,0.075493693
95,0.0741078
96,0.073222228
97,0.072191564
98,0.071661221
99,0.070555508
100,0.069599892
101,0.068834398
102,0.068023875
103,0.067123295
104,0.066107639
105,0.065637336
106,0.0646517
107,0.063691081
108,0.063495955
109,0.062550345
110,0.061644761
111,0.061089403
112,0.060218841
113,0.059793567
114,0.059388305
115,0.05809247
116,0.057812289
117,0.056896698
118,0.056596505
119,0.055805995
120,0.055435756
121,0.054665259
122,0.054009836
123,0.053864743
124,0.053064226
125,0.052643955
126,0.051963516
127,0.051733368
128,0.051593278
129,0.050762742
130,0.050392503
131,0.05024741
132,0.049391858
133,0.049256771
134,0.048566325
135,0.048361193
136,0.047920909
137,0.047635725
138,0.047060354
139,0.046640083
140,0.046229818
141,0.046029689
142,0.045839567
143,0.04536426
144,0.044903963
145,0.044778882
146,0.044533724
147,0.044213518
148,0.043833272
149,0.043593118
150,0.043478043
151,0.043102801
152,0.042742569
153,0.042572459
154,0.042342311
155,0.042102156
156,0.041746927
157,0.041406707
158,0.041176559
159,0.041016456
160,0.040736275
161,0.040466101
162,0.040300994
163,0.040100865
164,0.039785662
165,0.039470458
166,0.039330368
167,0.039080207
168,0.038835049
169,0.038639923
170,0.038399768
171,0.038304707
172,0.038019523
173,0.0378294
174,0.037699316
175,0.037514197
176,0.037239019
177,0.0370539
178,0.036828755
179,0.036703674
180,0.036483532
181,0.036353448
182,0.036218361
183,0.035958193
184,0.035838116
185,0.035622977
186,0.035377819
187,0.035292764
188,0.03500758
189,0.034967554
190,0.034767425
191,0.034602318
192,0.03437217
193,0.03423208
194,0.034091989
195,0.034066973
196,0.033846831
197,0.033786792
198,0.03361168
199,0.033446573
200,0.033346508
201,0.033171396
202,0.033041312
203,0.032916231
204,0.032851189
205,0.032686083
206,0.032525979
207,0.032430918
208,0.032335857
209,0.032110711
210,0.031955611
211,0.031900576
212,0.031810518
213,0.031595379
214,0.031545347
215,0.031425269
216,0.031275172
217,0.031160098
218,0.031075043
219,0.030959969
220,0.030874914
221,0.030734824
222,0.030649769
223,0.030539698
224,0.030314553
225,0.030349575
226,0.030159453
227,0.030104417
228,0.029944314
229,0.029834243
230,0.029739182
231,0.029684146
232,0.029529046
233,0.029428982
234,0.029353933
235,0.02917882
236,0.029123785
237,0.028953675
238,0.028928659
239,0.028858614
240,0.028783565
241,0.028613456
242,0.028568427
243,0.028518394
244,0.028338278
245,0.028308259
246,0.028193185
247,0.028143152
248,0.02807811
249,0.027983049
250,0.027827949
251,0.027742894
252,0.027697865
253,0.027647833
254,0.027517749
255,0.027452707
256,0.027367652
257,0.027237568
258,0.027192539
259,0.027087471
260,0.027027433
261,0.026942378
262,0.026862326
263,0.026777271
264,0.026702223
265,0.026652191
266,0.026572139
267,0.026472074
268,0.026447058
269,0.026351997
270,0.026286955
271,0.02621691
272,0.026131855
273,0.026111842
274,0.025976755
275,0.025866684
276,0.025911713
277,0.0257366
278,0.025691571
279,0.025701578
280,0.02559651
281,0.025456419
282,0.025431403
283,0.025356355
284,0.025236277
285,0.025231274
286,0.025141216
287,0.0251162
288,0.025031145
289,0.0249611
290,0.024906064
291,0.02482101
292,0.024795993
293,0.024715942
